Sat Jul 19 23:15:40 JST 2025
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/affy_probeset-ncbigene.tsv | grep -vP '^(\d{3,}(?:_[a-z])?_at)	(\d+)$' | head
  prefix:1007_s_at	  prefix:780
  prefix:G80920RR	  prefix:P0DMV8
  prefix:G82830MN	  prefix:P0DMV8
  prefix:G49108TO	  prefix:P0DMV9
  prefix:G82830MN	  prefix:P0DMV9
  prefix:G49108TO	  prefix:P0DMW0
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/glytoucan-uniprot-TIO_000126.tsv | grep -vP '^(G[0-9]{5}[A-Z]{2})	(?:([A-NR-Z][0-9](?:[A-Z][A-Z0-9][A-Z0-9][0-9]){1,2}(?:-\d+)?)|([OPQ][0-9][A-Z0-9][A-Z0-9][A-Z0-9][0-9](?:-\d+)?)(?:\.\d+)?)$' | head
  prefix:G00068MO	  prefix:A0A089QDC1
  prefix:G78693BX	  prefix:A0A089QDC1
  prefix:G17425GC	  prefix:A0A089QDC1
  prefix:G16673GG	  prefix:A0A089QDC1
  prefix:G62735WZ	  prefix:A0A089QDC1
  prefix:G98465JN	  prefix:A0A089QDC1
  prefix:G44060QH	  prefix:A0A089QDC1
  prefix:G99041PQ	  prefix:Q16394
  prefix:G14371GV	  prefix:Q16394
  prefix:G99041PQ	  prefix:Q93063
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/glytoucan-uniprot-TIO_000128.tsv | grep -vP '^(G[0-9]{5}[A-Z]{2})	(?:([A-NR-Z][0-9](?:[A-Z][A-Z0-9][A-Z0-9][0-9]){1,2}(?:-\d+)?)|([OPQ][0-9][A-Z0-9][A-Z0-9][A-Z0-9][0-9](?:-\d+)?)(?:\.\d+)?)$' | head
  prefix:G47548GA	  prefix:A0A089QDC1
  prefix:G08589UI	  prefix:A0A089QDC1
  prefix:G53449FY	  prefix:A0A089QDC1
  prefix:G19620VP	  prefix:A0A089QDC1
  prefix:G29100FF	  prefix:A0A089QDC1
  prefix:G37830TX	  prefix:A0A089QDC1
  prefix:G00066MO	  prefix:A0A089QDC1
  prefix:G62735WZ	  prefix:A0A089QDC1
  prefix:G68488BQ	  prefix:A0A089QDC1
  prefix:G77636QU	  prefix:A0A089QDC1
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/glytoucan-uniprot.tsv | grep -vP '^(G[0-9]{5}[A-Z]{2})	(?:([A-NR-Z][0-9](?:[A-Z][A-Z0-9][A-Z0-9][0-9]){1,2}(?:-\d+)?)|([OPQ][0-9][A-Z0-9][A-Z0-9][A-Z0-9][0-9](?:-\d+)?)(?:\.\d+)?)$' | head
  prefix:G49108TO	  prefix:Q9VUH6
  prefix:G49108TO	  prefix:Q9VWN5
  prefix:G49108TO	  prefix:Q9VXE6
  prefix:G49108TO	  prefix:Q9VXM5
  prefix:G49108TO	  prefix:Q9W2E7
  prefix:G49108TO	  prefix:Q9W2U7
  prefix:G49108TO	  prefix:Q9W3Q5
  prefix:G49108TO	  prefix:Q9WJR5
  prefix:G49108TO	  prefix:Q9WTI7
  prefix:G49108TO	  prefix:Q9WTL7
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hgnc-ccds.tsv | grep -vP '^(?:(?:HGNC|hgnc):)?(\d{1,5})	(CCDS\d+)(?:\.\d+)?$' | head
  prefix:5	  prefix:CCDS12976
  prefix:24086	  prefix:CCDS7243
  prefix:24086	  prefix:CCDS73133
  prefix:24086	  prefix:CCDS7242
  prefix:24086	  prefix:CCDS7241
  prefix:7	  prefix:CCDS44827
  prefix:23336	  prefix:CCDS8596
  prefix:23336	  prefix:CCDS73439
  prefix:30005	  prefix:CCDS60080
  prefix:18149	  prefix:CCDS14041
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hgnc-ec.tsv | grep -vP '^(?:(?:HGNC|hgnc):)?(\d{1,5})	(?:EC:)?(\d+\.(?:(?:-\.-\.-)|\d+\.(?:(?:-\.-)|\d+\.(?:-|n?\d+))))$' | head
  prefix:18149	  prefix:2.4.1.228
  prefix:21298	  prefix:6.2.1.16
  prefix:17	  prefix:3.1.1.3
  prefix:17929	  prefix:2.6.1.39
  prefix:17929	  prefix:2.6.1.7
  prefix:19	  prefix:2.3.1.87
  prefix:20	  prefix:6.1.1.7
  prefix:21022	  prefix:6.1.1.7
  prefix:23993	  prefix:1.2.1.31
  prefix:14235	  prefix:2.7.8.7
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hgnc-ensembl_gene.tsv | grep -vP '^(?:(?:HGNC|hgnc):)?(\d{1,5})	(?:(?:(ENS[A-Z]*G\d{11})(?:\.\d+)?)|(FBgn\d{7})|(?:(MGP_[A-Za-z0-9]+_G\d{7})(?:\.\d+)?)|(LRG_\d+)|(WBGene\d{8})|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?)|(Q\d{4})|([A-Z]{3}\d{1,3}(?:-\d)?)|(snR\d+-?[A-Za-z]?)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?))$' | head
  prefix:5	  prefix:ENSG00000121410
  prefix:37133	  prefix:ENSG00000268895
  prefix:24086	  prefix:ENSG00000148584
  prefix:7	  prefix:ENSG00000175899
  prefix:27057	  prefix:ENSG00000245105
  prefix:23336	  prefix:ENSG00000166535
  prefix:41022	  prefix:ENSG00000256661
  prefix:41523	  prefix:ENSG00000256904
  prefix:8	  prefix:ENSG00000256069
  prefix:30005	  prefix:ENSG00000184389
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hgnc-hgnc_symbol.tsv | grep -vP '^(?:(?:HGNC|hgnc):)?(\d{1,5})	([A-Z0-9_(orf)\-]+\@?)$' | head
  prefix:5	  prefix:A1BG
  prefix:37133	  prefix:A1BG-AS1
  prefix:24086	  prefix:A1CF
  prefix:7	  prefix:A2M
  prefix:27057	  prefix:A2M-AS1
  prefix:23336	  prefix:A2ML1
  prefix:41022	  prefix:A2ML1-AS1
  prefix:41523	  prefix:A2ML1-AS2
  prefix:8	  prefix:A2MP1
  prefix:30005	  prefix:A3GALT2
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hgnc-insdc.tsv | grep -vP '^(?:(?:HGNC|hgnc):)?(\d{1,5})	(?:insdc:)?([A-Z]\d{5}|[A-Z]{2}\d{6}|[A-Z]{4}\d{8}|[A-J][A-Z]{2}\d{5}|[A-Z]{4,}\d{9})(?:\.\d+)?$' | head
  prefix:37133	  prefix:BC040926
  prefix:24086	  prefix:AF271790
  prefix:7	  prefix:BX647329
  prefix:7	  prefix:X68728
  prefix:7	  prefix:M11313
  prefix:23336	  prefix:AK057908
  prefix:8	  prefix:M24415
  prefix:17968	  prefix:AF141315
  prefix:13666	  prefix:AJ289841
  prefix:21298	  prefix:AK022451
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hgnc-lrg.tsv | grep -vP '^(?:(?:HGNC|hgnc):)?(\d{1,5})	(LRG_\d+)$' | head
  prefix:7	  prefix:LRG_591
  prefix:18149	  prefix:LRG_795
  prefix:20	  prefix:LRG_359
  prefix:29	  prefix:LRG_542
  prefix:47	  prefix:LRG_824
  prefix:48	  prefix:LRG_1162
  prefix:42	  prefix:LRG_1199
  prefix:53	  prefix:LRG_1208
  prefix:55	  prefix:LRG_1183
  prefix:57	  prefix:LRG_1115
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hgnc-mgi_gene.tsv | grep -vP '^(?:(?:HGNC|hgnc):)?(\d{1,5})	(?:MGI|mgi):(\d{5,})$' | head
  prefix:5	  prefix:2152878
  prefix:24086	  prefix:1917115
  prefix:7	  prefix:2449119
  prefix:30005	  prefix:2685279
  prefix:18149	  prefix:3512453
  prefix:17968	  prefix:2143261
  prefix:13666	  prefix:2443767
  prefix:21298	  prefix:1926144
  prefix:17	  prefix:1915008
  prefix:24427	  prefix:3646333
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hgnc-mirbase.tsv | grep -vP '^(?:(?:HGNC|hgnc):)?(\d{1,5})	(MI\d{7})$' | head
  prefix:31499	  prefix:MI0000651
  prefix:31500	  prefix:MI0000437
  prefix:31638	  prefix:MI0000263
  prefix:31639	  prefix:MI0000264
  prefix:31640	  prefix:MI0000265
  prefix:31641	  prefix:MI0000466
  prefix:31642	  prefix:MI0000467
  prefix:31646	  prefix:MI0000468
  prefix:31497	  prefix:MI0000266
  prefix:31498	  prefix:MI0000267
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hgnc-ncbigene.tsv | grep -vP '^(?:(?:HGNC|hgnc):)?(\d{1,5})	(\d+)$' | head
  prefix:5	  prefix:1
  prefix:37133	  prefix:503538
  prefix:24086	  prefix:29974
  prefix:7	  prefix:2
  prefix:27057	  prefix:144571
  prefix:23336	  prefix:144568
  prefix:41022	  prefix:100874108
  prefix:41523	  prefix:106478979
  prefix:8	  prefix:3
  prefix:30005	  prefix:127550
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hgnc-omim_gene.tsv | grep -vP '^(?:(?:HGNC|hgnc):)?(\d{1,5})	(?:O?MIM:)?(\d{6})$' | head
  prefix:5	  prefix:138670
  prefix:24086	  prefix:618199
  prefix:7	  prefix:103950
  prefix:23336	  prefix:610627
  prefix:30005	  prefix:619850
  prefix:18149	  prefix:607922
  prefix:17968	  prefix:616709
  prefix:13666	  prefix:605378
  prefix:21298	  prefix:614364
  prefix:17	  prefix:600338
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hgnc-pubmed.tsv | grep -vP '^(?:(?:HGNC|hgnc):)?(\d{1,5})	(?:pmid:|PMID:)?(\d+)$' | head
  prefix:5	  prefix:2591067
  prefix:24086	  prefix:11815617
  prefix:24086	  prefix:11072063
  prefix:7	  prefix:2408344
  prefix:7	  prefix:9697696
  prefix:23336	  prefix:16298998
  prefix:8	  prefix:2478422
  prefix:30005	  prefix:10854427
  prefix:30005	  prefix:18630988
  prefix:18149	  prefix:10854428
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hgnc-refseq_genomic.tsv | grep -vP '^(?:(?:HGNC|hgnc):)?(\d{1,5})	((?:AC_|N[CGTW]_|NZ_[A-Z]+)\d+)(?:\.\d+)?$' | head
  prefix:8	  prefix:NG_001067
  prefix:49894	  prefix:NG_043271
  prefix:54994	  prefix:NG_070706
  prefix:55707	  prefix:NG_022511
  prefix:14114	  prefix:NG_005041
  prefix:31129	  prefix:NG_022122
  prefix:31130	  prefix:NG_022102
  prefix:62	  prefix:NG_001246
  prefix:63	  prefix:NG_001270
  prefix:64	  prefix:NG_001269
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hgnc-refseq_rna.tsv | grep -vP '^(?:(?:HGNC|hgnc):)?(\d{1,5})	((?:NM|NR|XM|XR)_\d+)(?:\.\d+)?$' | head
  prefix:5	  prefix:NM_130786
  prefix:37133	  prefix:NR_015380
  prefix:24086	  prefix:NM_014576
  prefix:7	  prefix:NM_000014
  prefix:27057	  prefix:NR_026971
  prefix:23336	  prefix:NM_144670
  prefix:41022	  prefix:NR_046715
  prefix:30005	  prefix:NM_001080438
  prefix:18149	  prefix:NM_017436
  prefix:17968	  prefix:NM_016161
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hgnc-rgd.tsv | grep -vP '^(?:(?:HGNC|hgnc):)?(\d{1,5})	(?:(?:RGD|rgd):)?(\d{4,})$' | head
  prefix:5	  prefix:69417
  prefix:24086	  prefix:619834
  prefix:7	  prefix:2004
  prefix:30005	  prefix:727913
  prefix:18149	  prefix:621583
  prefix:17968	  prefix:1590210
  prefix:13666	  prefix:1308701
  prefix:21298	  prefix:708522
  prefix:17	  prefix:631440
  prefix:24427	  prefix:1563197
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hgnc-uniprot.tsv | grep -vP '^(?:(?:HGNC|hgnc):)?(\d{1,5})	(?:([A-NR-Z][0-9](?:[A-Z][A-Z0-9][A-Z0-9][0-9]){1,2}(?:-\d+)?)|([OPQ][0-9][A-Z0-9][A-Z0-9][A-Z0-9][0-9](?:-\d+)?)(?:\.\d+)?)$' | head
  prefix:5	  prefix:P04217
  prefix:24086	  prefix:Q9NQ94
  prefix:7	  prefix:P01023
  prefix:23336	  prefix:A8K2U0
  prefix:30005	  prefix:U3KPV4
  prefix:18149	  prefix:Q9NPC4
  prefix:17968	  prefix:Q9UNA3
  prefix:13666	  prefix:Q9NRG9
  prefix:21298	  prefix:Q86V21
  prefix:17	  prefix:P22760
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hmdb-chebi.tsv | grep -vP '^(?:hmdb:)?(HMDB\d+)	(?:CHEBI[:_])?(\d+)$' | head
  prefix:HMDB0000001	  prefix:50599
  prefix:HMDB0000002	  prefix:15725
  prefix:HMDB0000005	  prefix:30831
  prefix:HMDB0000008	  prefix:50613
  prefix:HMDB0000010	  prefix:1189
  prefix:HMDB0000011	  prefix:17066
  prefix:HMDB0000012	  prefix:16450
  prefix:HMDB0000014	  prefix:15698
  prefix:HMDB0000015	  prefix:28324
  prefix:HMDB0000016	  prefix:16973
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hmdb-inchi_key.tsv | grep -vP '^(?:hmdb:)?(HMDB\d+)	([A-Z]{14}\-[A-Z]{10}(\-[A-Z])?)$' | head
  prefix:HMDB0000001	  prefix:BRMWTNUJHUMWMS-LURJTMIESA-N
  prefix:HMDB0000002	  prefix:XFNJVJPLKCPIBV-UHFFFAOYSA-N
  prefix:HMDB0000005	  prefix:TYEYBOSBBBHJIV-UHFFFAOYSA-N
  prefix:HMDB0000008	  prefix:AFENDNXGAFYKQO-VKHMYHEASA-N
  prefix:HMDB0000010	  prefix:WHEUWNKSCXYKBU-QPWUGHHJSA-N
  prefix:HMDB0000011	  prefix:WHBMMWSBFZVSSR-GSVOUGTGSA-N
  prefix:HMDB0000012	  prefix:MXHRCPNRJAMMIM-SHYZEUOFSA-N
  prefix:HMDB0000014	  prefix:CKTSBUTUHBMZGZ-SHYZEUOFSA-N
  prefix:HMDB0000015	  prefix:WHBHBVVOGNECLV-OBQKJFGGSA-N
  prefix:HMDB0000016	  prefix:ZESRJSPZRDMNHY-YFWFAHHUSA-N
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hmdb-pdb_ccd.tsv | grep -vP '^(?:hmdb:)?(HMDB\d+)	(\w{1,3})$' | head
  prefix:HMDB0000182	  prefix:LYS
  prefix:HMDB0000346	  prefix:SSH
  prefix:HMDB0000660	  prefix:FRU
  prefix:HMDB0000692	  prefix:FE2
  prefix:HMDB0000749	  prefix:MEZ
  prefix:HMDB0000770	  prefix:GM2
  prefix:HMDB0000996	  prefix:CSD
  prefix:HMDB0001031	  prefix:AAB
  prefix:HMDB0001058	  prefix:BFP
  prefix:HMDB0001095	  prefix:GFB
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hmdb-pubchem_compound.tsv | grep -vP '^(?:hmdb:)?(HMDB\d+)	(?:CID)?(\d+)$' | head
  prefix:HMDB0000001	  prefix:92105
  prefix:HMDB0000002	  prefix:428
  prefix:HMDB0000005	  prefix:58
  prefix:HMDB0000008	  prefix:440864
  prefix:HMDB0000010	  prefix:440624
  prefix:HMDB0000011	  prefix:92135
  prefix:HMDB0000012	  prefix:13712
  prefix:HMDB0000014	  prefix:13711
  prefix:HMDB0000015	  prefix:440707
  prefix:HMDB0000016	  prefix:6166
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/homologene-ncbigene.tsv | grep -vP '^(\d+)	(\d+)$' | head
  prefix:3	  prefix:34
  prefix:3	  prefix:469356
  prefix:3	  prefix:705168
  prefix:3	  prefix:490207
  prefix:3	  prefix:505968
  prefix:3	  prefix:11364
  prefix:3	  prefix:24158
  prefix:3	  prefix:406283
  prefix:3	  prefix:38864
  prefix:3	  prefix:1276346
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hp_inheritance-omim_phenotype.tsv | grep -vP '^HP[:_](\d{7})	(?:O?MIM:)?(\d{6})$' | head
  prefix:0000006	  prefix:100070
  prefix:0000006	  prefix:100200
  prefix:0000006	  prefix:100300
  prefix:0000006	  prefix:100600
  prefix:0000006	  prefix:100700
  prefix:0000006	  prefix:100800
  prefix:0000006	  prefix:100820
  prefix:0000006	  prefix:101000
  prefix:0000006	  prefix:101200
  prefix:0000006	  prefix:101400
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hp_phenotype-ncbigene.tsv | grep -vP '^HP[:_](\d{7})	(\d+)$' | head
  prefix:0000011	  prefix:2019
  prefix:0000011	  prefix:2050
  prefix:0000011	  prefix:2782
  prefix:0000011	  prefix:4854
  prefix:0000011	  prefix:1136
  prefix:0000011	  prefix:1161
  prefix:0000011	  prefix:1185
  prefix:0000011	  prefix:23400
  prefix:0000011	  prefix:25793
  prefix:0000011	  prefix:5921
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hp_phenotype-omim_phenotype.tsv | grep -vP '^HP[:_](\d{7})	(?:O?MIM:)?(\d{6})$' | head
  prefix:0011097	  prefix:619340
  prefix:0002187	  prefix:619340
  prefix:0001518	  prefix:619340
  prefix:0032792	  prefix:619340
  prefix:0011451	  prefix:619340
  prefix:0010851	  prefix:619340
  prefix:0001789	  prefix:619340
  prefix:0200134	  prefix:619340
  prefix:0002643	  prefix:619340
  prefix:0002378	  prefix:609153
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/hp_phenotype-orphanet_phenotype.tsv | grep -vP '^HP[:_](\d{7})	(?:ORPHA|ORDO|Orphanet)[:_]([A-Z0-9]+)$' | head
  prefix:0002212	  prefix:79414
  prefix:0002213	  prefix:79414
  prefix:0011365	  prefix:79414
  prefix:0040149	  prefix:79414
  prefix:0007534	  prefix:79414
  prefix:0034275	  prefix:79414
  prefix:0001100	  prefix:79414
  prefix:0001156	  prefix:79414
  prefix:0006304	  prefix:79414
  prefix:0009917	  prefix:79414
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/insdc-bioproject.tsv | grep -vP '^(?:insdc:)?([A-Z]\d{5}|[A-Z]{2}\d{6}|[A-Z]{4}\d{8}|[A-J][A-Z]{2}\d{5}|[A-Z]{4,}\d{9})(?:\.\d+)?	(PRJ[DEN][A-Z]\d+)$' | head
  prefix:CP035466	  prefix:PRJNA516401
  prefix:CP035467	  prefix:PRJNA515283
  prefix:CP035468	  prefix:PRJNA516746
  prefix:CP035469	  prefix:PRJNA516746
  prefix:CP035470	  prefix:PRJNA516746
  prefix:CP035471	  prefix:PRJNA516746
  prefix:CP035472	  prefix:PRJNA516746
  prefix:CP035473	  prefix:PRJNA516746
  prefix:CP035474	  prefix:PRJNA516746
  prefix:CP035475	  prefix:PRJNA516746
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/insdc-biosample.tsv | grep -vP '^(?:insdc:)?([A-Z]\d{5}|[A-Z]{2}\d{6}|[A-Z]{4}\d{8}|[A-J][A-Z]{2}\d{5}|[A-Z]{4,}\d{9})(?:\.\d+)?	(SAM[NED]\w?\d+)$' | head
  prefix:CP035466	  prefix:SAMN10788268
  prefix:CP035467	  prefix:SAMN10752162
  prefix:CP035468	  prefix:SAMN10817475
  prefix:CP035469	  prefix:SAMN10817475
  prefix:CP035470	  prefix:SAMN10817475
  prefix:CP035471	  prefix:SAMN10817475
  prefix:CP035472	  prefix:SAMN10817475
  prefix:CP035473	  prefix:SAMN10817475
  prefix:CP035474	  prefix:SAMN10817475
  prefix:CP035475	  prefix:SAMN10817475
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/insdc_master-bioproject.tsv | grep -vP '^(?:insdc:)?([A-Z]{4,6}\d{8,10})(?:\.\d+)?	(PRJ[DEN][A-Z]\d+)$' | head
  prefix:AACZ00000000	  prefix:PRJNA13184
  prefix:ABGA00000000	  prefix:PRJNA20869
  prefix:AADE00000000	  prefix:PRJNA10626
  prefix:AABR00000000	  prefix:PRJNA10629
  prefix:AAGU00000000	  prefix:PRJNA12569
  prefix:ABAR00000000	  prefix:PRJNA19555
  prefix:AASC00000000	  prefix:PRJNA13635
  prefix:AADD00000000	  prefix:PRJNA1431
  prefix:ABBA00000000	  prefix:PRJNA19621
  prefix:AAHY00000000	  prefix:PRJNA11785
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/insdc_master-biosample.tsv | grep -vP '^(?:insdc:)?([A-Z]{4,6}\d{8,10})(?:\.\d+)?	(SAM[NED]\w?\d+)$' | head
  prefix:AACZ00000000	  prefix:SAMN02981217
  prefix:ABGA00000000	  prefix:SAMN02981238
  prefix:AADE00000000	  prefix:SAMN00779672
  prefix:AABR00000000	  prefix:SAMN02808228
  prefix:AAGU00000000	  prefix:SAMN02953622
  prefix:ABAR00000000	  prefix:SAMN02953685
  prefix:AASC00000000	  prefix:SAMN02953658
  prefix:AADD00000000	  prefix:SAMN02981219
  prefix:ABBA00000000	  prefix:SAMN02981236
  prefix:AAHY00000000	  prefix:SAMN03004379
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/interpro-go.tsv | grep -vP '^(IPR\d{6})	GO[:_](\d{7})$' | head
  prefix:IPR000003	  prefix:0003677
  prefix:IPR000003	  prefix:0003707
  prefix:IPR000003	  prefix:0008270
  prefix:IPR000003	  prefix:0006355
  prefix:IPR000003	  prefix:0005634
  prefix:IPR000006	  prefix:0046872
  prefix:IPR000009	  prefix:0019888
  prefix:IPR000009	  prefix:0000159
  prefix:IPR000010	  prefix:0004869
  prefix:IPR000011	  prefix:0008641
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/interpro-pdb.tsv | grep -vP '^(IPR\d{6})	([0-9][A-Za-z0-9]{3})$' | head
  prefix:IPR000001	  prefix:1A0H
  prefix:IPR000001	  prefix:1B2I
  prefix:IPR000001	  prefix:1BHT
  prefix:IPR000001	  prefix:1CEA
  prefix:IPR000001	  prefix:1CEB
  prefix:IPR000001	  prefix:1GMN
  prefix:IPR000001	  prefix:1GMO
  prefix:IPR000001	  prefix:1GP9
  prefix:IPR000001	  prefix:1HPJ
  prefix:IPR000001	  prefix:1HPK
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/interpro-pfam.tsv | grep -vP '^(IPR\d{6})	(PF\d{5})$' | head
  prefix:IPR000001	  prefix:PF00051
  prefix:IPR000006	  prefix:PF00131
  prefix:IPR000007	  prefix:PF01167
  prefix:IPR000008	  prefix:PF00168
  prefix:IPR000010	  prefix:PF00031
  prefix:IPR000010	  prefix:PF16845
  prefix:IPR000012	  prefix:PF00522
  prefix:IPR000013	  prefix:PF02031
  prefix:IPR000014	  prefix:PF13188
  prefix:IPR000014	  prefix:PF13426
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/interpro-prosite.tsv | grep -vP '^(IPR\d{6})	(PS\d{5})$' | head
  prefix:IPR000020	  prefix:PS01177
  prefix:IPR000035	  prefix:PS00516
  prefix:IPR000049	  prefix:PS01065
  prefix:IPR000052	  prefix:PS00418
  prefix:IPR000056	  prefix:PS01085
  prefix:IPR000056	  prefix:PS01086
  prefix:IPR000059	  prefix:PS01293
  prefix:IPR000079	  prefix:PS00355
  prefix:IPR000083	  prefix:PS01253
  prefix:IPR000096	  prefix:PS00992
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/interpro-pubmed.tsv | grep -vP '^(IPR\d{6})	(?:pmid:|PMID:)?(\d+)$' | head
  prefix:IPR000001	  prefix:3891096
  prefix:IPR000001	  prefix:6373375
  prefix:IPR000001	  prefix:1879523
  prefix:IPR000001	  prefix:3886654
  prefix:IPR000001	  prefix:2157850
  prefix:IPR000001	  prefix:3131537
  prefix:IPR000003	  prefix:7899080
  prefix:IPR000003	  prefix:8165128
  prefix:IPR000003	  prefix:14747695
  prefix:IPR000003	  prefix:19440305
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/interpro-reactome_pathway.tsv | grep -vP '^(IPR\d{6})	(R-[A-Z]{3}-\d+)(?:\.\d+)?$' | head
  prefix:IPR000001	  prefix:R-BTA-6798695
  prefix:IPR000001	  prefix:R-BTA-75205
  prefix:IPR000001	  prefix:R-CEL-5140745
  prefix:IPR000001	  prefix:R-CFA-114608
  prefix:IPR000001	  prefix:R-CFA-1257604
  prefix:IPR000001	  prefix:R-CFA-5673001
  prefix:IPR000001	  prefix:R-CFA-6806942
  prefix:IPR000001	  prefix:R-CFA-6807004
  prefix:IPR000001	  prefix:R-CFA-6811558
  prefix:IPR000001	  prefix:R-CFA-8851805
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/interpro-smart.tsv | grep -vP '^(IPR\d{6})	(SM\d{5})$' | head
  prefix:IPR000001	  prefix:SM00130
  prefix:IPR000008	  prefix:SM00239
  prefix:IPR000010	  prefix:SM00043
  prefix:IPR000014	  prefix:SM00091
  prefix:IPR000020	  prefix:SM00104
  prefix:IPR000031	  prefix:SM01001
  prefix:IPR000033	  prefix:SM00135
  prefix:IPR000034	  prefix:SM00281
  prefix:IPR000043	  prefix:SM00996
  prefix:IPR000048	  prefix:SM00015
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/interpro-uniprot.tsv | grep -vP '^(IPR\d{6})	(?:([A-NR-Z][0-9](?:[A-Z][A-Z0-9][A-Z0-9][0-9]){1,2}(?:-\d+)?)|([OPQ][0-9][A-Z0-9][A-Z0-9][A-Z0-9][0-9](?:-\d+)?)(?:\.\d+)?)$' | head
  prefix:IPR004839	  prefix:A0A000
  prefix:IPR010961	  prefix:A0A000
  prefix:IPR015421	  prefix:A0A000
  prefix:IPR015422	  prefix:A0A000
  prefix:IPR015424	  prefix:A0A000
  prefix:IPR050087	  prefix:A0A000
  prefix:IPR003439	  prefix:A0A001
  prefix:IPR003593	  prefix:A0A001
  prefix:IPR011527	  prefix:A0A001
  prefix:IPR017871	  prefix:A0A001
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/jga_study-jga_dataset.tsv | grep -vP '^(JGAS\d{6})	(JGAD\d{6})$' | head
  prefix:JGAS000006	  prefix:JGAD000006
  prefix:JGAS000008	  prefix:JGAD000008
  prefix:JGAS000009	  prefix:JGAD000009
  prefix:JGAS000012	  prefix:JGAD000012
  prefix:JGAS000013	  prefix:JGAD000013
  prefix:JGAS000014	  prefix:JGAD000014
  prefix:JGAS000015	  prefix:JGAD000015
  prefix:JGAS000016	  prefix:JGAD000016
  prefix:JGAS000024	  prefix:JGAD000024
  prefix:JGAS000026	  prefix:JGAD000026
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/jga_study-nbdc_human_db.tsv | grep -vP '^(JGAS\d{6})	(hum\d{4})([.\-]v\d+)?$' | head
  prefix:JGAS000001	  prefix:hum0004
  prefix:JGAS000004	  prefix:hum0006
  prefix:JGAS000005	  prefix:hum0007
  prefix:JGAS000007	  prefix:hum0008
  prefix:JGAS000008	  prefix:hum0010
  prefix:JGAS000002	  prefix:hum0001
  prefix:JGAS000015	  prefix:hum0011
  prefix:JGAS000012	  prefix:hum0012
